33 - CONSTITUENCY WISE DETAILED RESULT,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Votes Secured,,,% of Votes Secured,,,,,,
State Name,PC Name,Candidate Name,Gender,Age,Category,Party Name,Party Symbol,"Total Votes Polled In
The Constituency",Valid Votes,General,Postal,Total,Over Total Electors In Constituency,Over Total Votes Polled In Constituency,Over Total Valid Votes Polled In Constituency,Total Electors,,,
Telangana,Karimnagar,VENKATANARSAIAH DYAGALA @ DEGALA,MALE,66,GENERAL,IND,Battery Torch,1314574,1307414,926,2,928,0.05,0.07,0.07,1798168,,,
Telangana,Karimnagar,SHIVARATRI SRINIVAS,MALE,45,GENERAL,IND,Air conditioner,1314574,1307414,887,2,889,0.05,0.07,0.07,1798168,,,
Telangana,Karimnagar,CHINTHA ANILKUMAR,MALE,38,GENERAL,PPOI,Flute,1314574,1307414,823,7,830,0.05,0.06,0.06,1798168,,,
Telangana,Karimnagar,CHEEKOTI VARUN KUMAR GUPTA,MALE,35,GENERAL,TCPY,Bat,1314574,1307414,783,7,790,0.04,0.06,0.06,1798168,,,
Telangana,Karimnagar,RAPOLE RAMKUMAR BHARADWAJ,MALE,52,GENERAL,IND,Balloon,1314574,1307414,572,3,575,0.03,0.04,0.04,1798168,,,
Telangana,Karimnagar,DEVUNOORI SRINIVASU,MALE,44,GENERAL,IND,Whistle,1314574,1307414,465,0,465,0.03,0.04,0.04,1798168,,,
Telangana,Nizamabad,ARVIND DHARMAPURI,MALE,47,GENERAL,BJP,Lotus,1233995,1229098,588244,4074,592318,34.73,48,48.19,1705591,,,
Telangana,Nizamabad,JEEVANREDDY THATIPARTHI,MALE,72,GENERAL,INC,Hand,1233995,1229098,480501,2576,483077,28.32,39.15,39.3,1705591,,,
Telangana,Nizamabad,GOVERDHAN BAJIREDDY,MALE,69,GENERAL,BHRS,Car,1233995,1229098,101929,477,102406,6,8.3,8.33,1705591,,,
Telangana,Nizamabad,GANTA CHARITHA RAO,FEMALE,36,GENERAL,IND,Computer,1233995,1229098,5707,3,5710,0.33,0.46,0.46,1705591,,,
Telangana,Nizamabad,YOUGENDAR GATLA,MALE,43,GENERAL,AODRP,Chapati roller,1233995,1229098,5439,14,5453,0.32,0.44,0.44,1705591,,,
Telangana,Nizamabad,KOTAGIRI SRINIVAS,MALE,56,GENERAL,IND,Air conditioner,1233995,1229098,5308,4,5312,0.31,0.43,0.43,1705591,,,
Telangana,Nizamabad,NOTA,,,,NOTA,NOTA,1233995,1229098,4440,43,4483,0.26,0.36,0.36,1705591,,,
Telangana,Nizamabad,PUPPALA LIMBADRI,MALE,49,GENERAL,BSP,Elephant,1233995,1229098,4220,43,4263,0.25,0.35,0.35,1705591,,,
Telangana,Nizamabad,TUTUKURU JEEVAN REDDY,MALE,57,GENERAL,IND,Room cooler,1233995,1229098,4085,6,4091,0.24,0.33,0.33,1705591,,,
Telangana,Nizamabad,KANDELA SUMAN,MALE,36,SC,DHRMSMJP,Chappals,1233995,1229098,3842,44,3886,0.23,0.31,0.32,1705591,,,
Telangana,Nizamabad,GOLI. NARESH,MALE,42,SC,DABAP,Glass tumbler,1233995,1229098,3017,7,3024,0.18,0.25,0.25,1705591,,,
Telangana,Nizamabad,ARE RAJENDHAR,MALE,40,GENERAL,IND,Ear rings,1233995,1229098,2906,1,2907,0.17,0.24,0.24,1705591,,,
Telangana,Nizamabad,KOTHAKONDA SHAKTI PRASAD,MALE,39,GENERAL,IND,Crane,1233995,1229098,2103,3,2106,0.12,0.17,0.17,1705591,,,
Telangana,Nizamabad,VEMULAA VIKRAM REDDY,MALE,30,GENERAL,IND,Cauliflower,1233995,1229098,2073,1,2074,0.12,0.17,0.17,1705591,,,
Telangana,Nizamabad,GOPI CHENDRIAH,MALE,54,ST,IND,Gas cylinder,1233995,1229098,1721,2,1723,0.1,0.14,0.14,1705591,,,
Telangana,Nizamabad,ALI MANSOOR,MALE,36,GENERAL,AYSRCP,Diamond,1233995,1229098,1454,14,1468,0.09,0.12,0.12,1705591,,,
Telangana,Nizamabad,GUYYA SAIKRISHNA MURTHY,MALE,38,GENERAL,YGATLSIP,Road roller,1233995,1229098,1123,6,1129,0.07,0.09,0.09,1705591,,,
Telangana,Nizamabad,SYED ASGAR,MALE,46,GENERAL,IND,Whistle,1233995,1229098,1046,2,1048,0.06,0.08,0.09,1705591,,,
Telangana,Nizamabad,MALAVAT VITHAL,MALE,40,ST,IND,Bangles,1233995,1229098,919,0,919,0.05,0.07,0.07,1705591,,,
Telangana,Nizamabad,MOGILI RAJKUMAR,MALE,46,GENERAL,IPBP,Trumpet,1233995,1229098,825,5,830,0.05,0.07,0.07,1705591,,,
Telangana,Nizamabad,RAPELLY SRINIVAS,MALE,49,GENERAL,IND,Apple,1233995,1229098,791,2,793,0.05,0.06,0.06,1705591,,,
Telangana,Nizamabad,DESHABOINA LAXMINARAYANA,MALE,50,GENERAL,IND,Batsman,1233995,1229098,723,0,723,0.04,0.06,0.06,1705591,,,
Telangana,Nizamabad,ABBAGONI ASHOK GOUD,MALE,42,GENERAL,BLFP,Scissors,1233995,1229098,641,8,649,0.04,0.05,0.05,1705591,,,
Telangana,Nizamabad,DEVATHI SRINIVAS,MALE,38,SC,BMUP,Cot,1233995,1229098,624,12,636,0.04,0.05,0.05,1705591,,,
Telangana,Nizamabad,B B NAIK,MALE,49,ST,IND,Almirah,1233995,1229098,581,0,581,0.03,0.05,0.05,1705591,,,
Telangana,Nizamabad,BHUKYA. NANDU,MALE,57,ST,VTRP,Bat,1233995,1229098,574,6,580,0.03,0.05,0.05,1705591,,,
Telangana,Nizamabad,RAPALLY SATYANARAYANA,MALE,64,GENERAL,IND,Pot,1233995,1229098,425,1,426,0.02,0.03,0.03,1705591,,,
Telangana,Nizamabad,RAGI ANIL,MALE,43,GENERAL,IND,Ring,1233995,1229098,367,8,375,0.02,0.03,0.03,1705591,,,
Telangana,Nizamabad,PALAMURI SAI NIKHIL,MALE,27,SC,IND,Baby walker,1233995,1229098,303,4,307,0.02,0.02,0.02,1705591,,,
Telangana,Nizamabad,PRASHANTH KATRAJI,MALE,30,GENERAL,IND,Balloon,1233995,1229098,284,0,284,0.02,0.02,0.02,1705591,,,
Telangana,Zahirabad,SURESH KUMAR SHETKAR,MALE,63,GENERAL,INC,Hand,1236677,1233616,523919,4499,528418,32.17,42.73,42.83,1642425,,,
Telangana,Zahirabad,B. B. PATIL,MALE,68,GENERAL,BJP,Lotus,1236677,1233616,476023,6207,482230,29.36,38.99,39.09,1642425,,,
Telangana,Zahirabad,ANILKUMAR GALI,MALE,49,GENERAL,BHRS,Car,1236677,1233616,171412,666,172078,10.48,13.91,13.95,1642425,,,
Telangana,Zahirabad,KOTHA BALIJA BASWARAJ,MALE,39,GENERAL,TPSP,Road roller,1236677,1233616,8362,11,8373,0.51,0.68,0.68,1642425,,,
Telangana,Zahirabad,CHAVAGANI MANI,FEMALE,40,GENERAL,AODRP,Chapati roller,1236677,1233616,6295,14,6309,0.38,0.51,0.51,1642425,,,
Telangana,Zahirabad,YAKUB SHARIF MD,MALE,40,GENERAL,IND,Cauliflower,1236677,1233616,5484,5,5489,0.33,0.44,0.44,1642425,,,
Telangana,Zahirabad,MAHADHEV SWAMI MATAM,MALE,40,GENERAL,IND,Helmet,1236677,1233616,5408,4,5412,0.33,0.44,0.44,1642425,,,
Telangana,Zahirabad,B. MARUTHI RAO,MALE,48,GENERAL,IND,Computer,1236677,1233616,4248,4,4252,0.26,0.34,0.34,1642425,,,
Telangana,Zahirabad,S. RAJU,MALE,29,GENERAL,IND,Ship,1236677,1233616,3511,3,3514,0.21,0.28,0.28,1642425,,,
Telangana,Zahirabad,NOTA,,,,NOTA,NOTA,1236677,1233616,2933,44,2977,0.18,0.24,0.24,1642425,,,
Telangana,Zahirabad,SATYANARAYANA GOUD KOVURI,MALE,38,GENERAL,IND,Ganna kisan,1236677,1233616,2875,1,2876,0.18,0.23,0.23,1642425,,,
Telangana,Zahirabad,RAMESH. SAJJAPUR.,MALE,37,SC,IND,Bat,1236677,1233616,2477,2,2479,0.15,0.2,0.2,1642425,,,
Telangana,Zahirabad,KAMMARI ANANDEESHWAR,MALE,28,GENERAL,IND,Pen nib with seven rays,1236677,1233616,2381,3,2384,0.15,0.19,0.19,1642425,,,
Telangana,Zahirabad,JAIPAL NAYAK JADAVATH,MALE,36,ST,IND,Ring,1236677,1233616,2217,51,2268,0.14,0.18,0.18,1642425,,,
Telangana,Zahirabad,GURRAPU MACHANDER,MALE,43,GENERAL,AIFB,Lion,1236677,1233616,1760,9,1769,0.11,0.14,0.14,1642425,,,
Telangana,Zahirabad,T.D.S. MANI,MALE,52,GENERAL,DHRMSMJP,Chappals,1236677,1233616,1628,27,1655,0.1,0.13,0.13,1642425,,,
Telangana,Zahirabad,MOHD SADDAM,MALE,29,GENERAL,IND,Window,1236677,1233616,1567,1,1568,0.1,0.13,0.13,1642425,,,
Telangana,Zahirabad,MALEPU MOHAN REDDY,MALE,65,GENERAL,PPOI,Television,1236677,1233616,1095,7,1102,0.07,0.09,0.09,1642425,,,
Telangana,Zahirabad,ASHOK TALARI,MALE,42,SC,IND,Gas cylinder,1236677,1233616,831,6,837,0.05,0.07,0.07,1642425,,,
Telangana,Zahirabad,ROMALA BABU DURGAIAH,MALE,38,SC,IPBP,Trumpet,1236677,1233616,601,2,603,0.04,0.05,0.05,1642425,,,
Telangana,Medak,MADHAVANENI RAGHUNANDAN RAO,MALE,59,GENERAL,BJP,Lotus,1387211,1381622,463777,7440,471217,25.77,33.97,34.11,1828717,,,
Telangana,Medak,NEELAM MADHU,MALE,40,GENERAL,INC,Hand,1387211,1381622,427899,4179,432078,23.63,31.15,31.27,1828717,,,
Telangana,Medak,P. VENKATRAMA REDDY,MALE,62,GENERAL,BHRS,Car,1387211,1381622,395250,1540,396790,21.7,28.6,28.72,1828717,,,
Telangana,Medak,NANDA KISHORE TALLADA,MALE,36,GENERAL,AODRP,Chapati roller,1387211,1381622,17191,25,17216,0.94,1.24,1.25,1828717,,,
Telangana,Medak,SARA YADAGIRI GOUD,MALE,36,GENERAL,PRJVLGUP,Camera,1387211,1381622,11056,4,11060,0.6,0.8,0.8,1828717,,,
Telangana,Medak,BODAPATLA ESHWAR,MALE,51,SC,BSP,Elephant,1387211,1381622,7423,40,7463,0.41,0.54,0.54,1828717,,,
Telangana,Medak,DUBALA SRI SAILAM,MALE,39,GENERAL,IND,Road roller,1387211,1381622,5161,5,5166,0.28,0.37,0.37,1828717,,,
Telangana,Medak,ADLA KUMAR,MALE,37,SC,IND,Dolli,1387211,1381622,5113,3,5116,0.28,0.37,0.37,1828717,,,
Telangana,Medak,NOTA,,,,NOTA,NOTA,1387211,1381622,4582,35,4617,0.25,0.33,0.33,1828717,,,
Telangana,Medak,BANDAPALLY SRINIVAS,MALE,38,SC,SUCI,Battery Torch,1387211,1381622,2366,0,2366,0.13,0.17,0.17,1828717,,,
Telangana,Medak,ANIL GOUD,MALE,39,GENERAL,BHRTJDOP,Diamond,1387211,1381622,2128,4,2132,0.12,0.15,0.15,1828717,,,
Telangana,Medak,ATI ANJANEYULU,MALE,38,SC,IND,Computer,1387211,1381622,2029,9,2038,0.11,0.15,0.15,1828717,,,
Telangana,Medak,ABHILASH CHELIMELA,MALE,30,GENERAL,IND,Pen nib with seven rays,1387211,1381622,2031,0,2031,0.11,0.15,0.15,1828717,,,
Telangana,Medak,MAISANGARI SUNIL,MALE,34,SC,IPBP,Trumpet,1387211,1381622,2009,2,2011,0.11,0.14,0.15,1828717,,,
Telangana,Medak,PRADEEP,MALE,31,GENERAL,IND,Ring,1387211,1381622,2006,4,2010,0.11,0.14,0.15,1828717,,,
Telangana,Medak,INDRAGOUD SILIVERI,MALE,37,GENERAL,NNKP,Glass tumbler,1387211,1381622,1773,1,1774,0.1,0.13,0.13,1828717,,,
Telangana,Medak,NAGAMANI ACHA,FEMALE,43,GENERAL,IND,Gift pack,1387211,1381622,1538,2,1540,0.08,0.11,0.11,1828717,,,
Telangana,Medak,A. KRANTHI KUMAR,MALE,29,GENERAL,IND,Cauliflower,1387211,1381622,1465,2,1467,0.08,0.11,0.11,1828717,,,
Telangana,Medak,MAREPALLY LAXMINARAYANA,MALE,49,GENERAL,IND,Batsman,1387211,1381622,1411,3,1414,0.08,0.1,0.1,1828717,,,
Telangana,Medak,BALESH UPPARI,MALE,33,GENERAL,IND,Kettle,1387211,1381622,1390,3,1393,0.08,0.1,0.1,1828717,,,
Telangana,Medak,VENKATESH BEJUGAM,MALE,30,SC,IND,Helmet,1387211,1381622,1263,1,1264,0.07,0.09,0.09,1828717,,,
Telangana,Medak,BOMMALA VIJAY KUMAR,MALE,33,SC,IND,Sitar,1387211,1381622,1194,2,1196,0.07,0.09,0.09,1828717,,,
Telangana,Medak,ANNELA LAXMAN,MALE,39,SC,DHRMSMJP,Chappals,1387211,1381622,1143,9,1152,0.06,0.08,0.08,1828717,,,
Telangana,Medak,ABHILASH SHIRNA,MALE,30,GENERAL,IND,Basket containing Fruits,1387211,1381622,923,1,924,0.05,0.07,0.07,1828717,,,
Telangana,Medak,DODLA VENKAT,MALE,37,GENERAL,TPSP,Vacuum cleaner,1387211,1381622,915,2,917,0.05,0.07,0.07,1828717,,,
Telangana,Medak,ABHISHEK GOUD THABETI,MALE,37,GENERAL,JSKHP,Lady finger,1387211,1381622,792,5,797,0.04,0.06,0.06,1828717,,,
Telangana,Medak,MEDI SRINIVAS REDDI,MALE,58,GENERAL,IND,Grapes,1387211,1381622,791,2,793,0.04,0.06,0.06,1828717,,,
Telangana,Medak,VUTLA RAMESH,MALE,35,GENERAL,IND,Apple,1387211,1381622,778,0,778,0.04,0.06,0.06,1828717,,,
Telangana,Medak,D. NARAHARI,MALE,37,SC,IND,Safety pin,1387211,1381622,674,1,675,0.04,0.05,0.05,1828717,,,
Telangana,Medak,GOLLAPALLY SAYA GOUD,MALE,46,GENERAL,PPOI,Television,1387211,1381622,656,2,658,0.04,0.05,0.05,1828717,,,
Telangana,Medak,SATYANARAYANA GOUD KOVURI,MALE,38,GENERAL,IND,Ganna kisan,1387211,1381622,607,0,607,0.03,0.04,0.04,1828717,,,
Telangana,Medak,DASARI BHANUCHANDER,MALE,28,SC,IND,Wheel barrow,1387211,1381622,573,2,575,0.03,0.04,0.04,1828717,,,
Telangana,Medak,DADIGE RAJENDAR,MALE,36,SC,IND,Computer mouse,1387211,1381622,556,3,559,0.03,0.04,0.04,1828717,,,
Telangana,Medak,C.H. NAVEEN KUMAR,MALE,33,GENERAL,IND,Wool and Needle,1387211,1381622,529,2,531,0.03,0.04,0.04,1828717,,,
Telangana,Medak,KONDI ASHOK,MALE,30,GENERAL,IND,Belt,1387211,1381622,509,0,509,0.03,0.04,0.04,1828717,,,
Telangana,Medak,URELLI YELLAIAH,MALE,47,SC,VCK,Pot,1387211,1381622,492,2,494,0.03,0.04,0.04,1828717,,,
Telangana,Medak,GONDHI BHUJANGAM,MALE,64,GENERAL,IND,Soap dish,1387211,1381622,430,1,431,0.02,0.03,0.03,1828717,,,
Telangana,Medak,MOHD AZHER,MALE,54,GENERAL,IND,Bat,1387211,1381622,414,2,416,0.02,0.03,0.03,1828717,,,
Telangana,Medak,S RAJESH SAGAR,MALE,35,GENERAL,IND,Bench,1387211,1381622,348,0,348,0.02,0.03,0.03,1828717,,,
Telangana,Medak,KASOJU SRIKANTH,MALE,39,GENERAL,IND,Chain,1387211,1381622,344,0,344,0.02,0.02,0.02,1828717,,,
Telangana,Medak,K. LAXMINARAYANA,MALE,52,GENERAL,IND,Spanner,1387211,1381622,317,0,317,0.02,0.02,0.02,1828717,,,
Telangana,Medak,KOLKUR PRATAP,MALE,44,GENERAL,IND,Robot,1387211,1381622,292,1,293,0.02,0.02,0.02,1828717,,,
Telangana,Medak,GADILA ANJANEYULU,MALE,30,GENERAL,IND,Whistle,1387211,1381622,289,1,290,0.02,0.02,0.02,1828717,,,
Telangana,Medak,GOUTI MALLESH,MALE,43,GENERAL,IND,Door bell,1387211,1381622,247,1,248,0.01,0.02,0.02,1828717,,,
Telangana,Medak,K.RAGHU,MALE,40,GENERAL,IND,Flute,1387211,1381622,222,2,224,0.01,0.02,0.02,1828717,,,
Telangana,Malkajgiri,EATALA RAJENDER,MALE,60,GENERAL,BJP,Lotus,1938462,1920477,980712,10330,991042,26.21,51.13,51.6,3780453,,,
Telangana,Malkajgiri,PATNAM SUNEETHA MAHENDER REDDY,FEMALE,46,GENERAL,INC,Hand,1938462,1920477,593337,6230,599567,15.86,30.93,31.22,3780453,,,
Telangana,Malkajgiri,RAGIDI LAXMA REDDY,MALE,60,GENERAL,BHRS,Car,1938462,1920477,298697,1789,300486,7.95,15.5,15.65,3780453,,,
Telangana,Malkajgiri,NOTA,,,,NOTA,NOTA,1938462,1920477,13206,160,13366,0.35,0.69,0.7,3780453,,,
Telangana,Malkajgiri,THALLADA VENKATESWARLU,MALE,54,GENERAL,IND,Chapati roller,1938462,1920477,6784,16,6800,0.18,0.35,0.35,3780453,,,
Telangana,Malkajgiri,ANITHA REDDY SHEELAM,FEMALE,45,GENERAL,BSP,Elephant,1938462,1920477,4718,61,4779,0.13,0.25,0.25,3780453,,,
Telangana,Malkajgiri,VAISHNAVI PRASAD,MALE,59,GENERAL,IND,Flute,1938462,1920477,1894,18,1912,0.05,0.1,0.1,3780453,,,
Telangana,Malkajgiri,PAREE (PESARIKAYALA PAREEKSHITH REDDY),MALE,38,GENERAL,IND,Whistle,1938462,1920477,1831,4,1835,0.05,0.09,0.1,3780453,,,
Telangana,Malkajgiri,DONTHULA BIKSHAPATHI,MALE,49,SC,IND,Road roller,1938462,1920477,1813,8,1821,0.05,0.09,0.09,3780453,,,
Telangana,Malkajgiri,BHARATHA SUDARSHAN,MALE,50,GENERAL,IND,Bangles,1938462,1920477,1639,4,1643,0.04,0.08,0.09,3780453,,,
Telangana,Malkajgiri,APPARAO KONDA,MALE,44,GENERAL,RSHTSMNYPP,Air conditioner,1938462,1920477,1157,5,1162,0.03,0.06,0.06,3780453,,,
Telangana,Malkajgiri,MOUTAM SAMPATH,MALE,34,GENERAL,IND,Baby walker,1938462,1920477,1135,2,1137,0.03,0.06,0.06,3780453,,,
Telangana,Malkajgiri,RAJESH MISHRA,MALE,38,GENERAL,IND,Apple,1938462,1920477,1110,0,1110,0.03,0.06,0.06,3780453,,,
Telangana,Malkajgiri,BANJAPALLY SUDHA RANI,FEMALE,53,GENERAL,IND,Balloon,1938462,1920477,1064,5,1069,0.03,0.06,0.06,3780453,,,
Telangana,Malkajgiri,CHIRIPI REDDY RAMESH,MALE,33,GENERAL,IND,Almirah,1938462,1920477,986,1,987,0.03,0.05,0.05,3780453,,,
Telangana,Malkajgiri,PEDDAPALLI SANDEEP,MALE,31,GENERAL,BYKD,Diamond,1938462,1920477,930,3,933,0.02,0.05,0.05,3780453,,,
Telangana,Malkajgiri,BOIN DURGA PRASAD YADAV,MALE,37,GENERAL,DHRMSMJP,Chappals,1938462,1920477,778,11,789,0.02,0.04,0.04,3780453,,,
Telangana,Malkajgiri,CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU,MALE,44,GENERAL,SJPI,Nagrik,1938462,1920477,722,1,723,0.02,0.04,0.04,3780453,,,
Telangana,Malkajgiri,NARRA SUKHENDER REDDY,MALE,34,GENERAL,VTRP,Bat,1938462,1920477,690,4,694,0.02,0.04,0.04,3780453,,,
Telangana,Malkajgiri,KANTE SAYANNA,MALE,46,GENERAL,IND,Ring,1938462,1920477,539,0,539,0.01,0.03,0.03,3780453,,,
Telangana,Malkajgiri,JUVVA PHANI KUMAR CHOWDARY,MALE,43,GENERAL,JBNP,Battery Torch,1938462,1920477,505,3,508,0.01,0.03,0.03,3780453,,,
Telangana,Malkajgiri,YADISHWAR NAKKA,MALE,38,SC,TRP,Mike,1938462,1920477,492,2,494,0.01,0.03,0.03,3780453,,,
Telangana,Malkajgiri,R. SUBENDER SINGH,MALE,39,ST,IND,Basket containing Fruits,1938462,1920477,446,1,447,0.01,0.02,0.02,3780453,,,
Telangana,Secunderabad,G. KISHAN REDDY,MALE,63,GENERAL,BJP,Lotus,1048604,1042493,468311,4701,473012,22.31,45.11,45.37,2120550,,,
Telangana,Secunderabad,DANAM NAGENDER,MALE,60,GENERAL,INC,Hand,1048604,1042493,420220,2848,423068,19.95,40.35,40.58,2120550,,,
Telangana,Secunderabad,PADMA RAO . T,MALE,70,GENERAL,BHRS,Car,1048604,1042493,128680,906,129586,6.11,12.36,12.43,2120550,,,
Telangana,Secunderabad,NOTA,,,,NOTA,NOTA,1048604,1042493,5092,74,5166,0.24,0.49,0.5,2120550,,,
Telangana,Secunderabad,DR. BASWANANDAM DANDEPU,MALE,59,GENERAL,BSP,Elephant,1048604,1042493,2248,20,2268,0.11,0.22,0.22,2120550,,,
Telangana,Secunderabad,SARARAPU SRISAILAM,MALE,47,GENERAL,TLGNARJYS,Glass tumbler,1048604,1042493,1726,1,1727,0.08,0.16,0.17,2120550,,,
Telangana,Secunderabad,SAPAVAT SUMAN,MALE,36,ST,IND,Chapati roller,1048604,1042493,996,0,996,0.05,0.09,0.1,2120550,,,
Telangana,Secunderabad,R.S.J. THOMAS,MALE,58,GENERAL,JASWP,Pen nib with seven rays,1048604,1042493,971,3,974,0.05,0.09,0.09,2120550,,,
Telangana,Secunderabad,RAASALA VINOD KUMAR,MALE,30,GENERAL,DHRMSMJP,Chappals,1048604,1042493,820,6,826,0.04,0.08,0.08,2120550,,,
Telangana,Secunderabad,KOLISETTY SHIVA KUMAR,MALE,46,GENERAL,YGATLSIP,Road roller,1048604,1042493,678,1,679,0.03,0.06,0.07,2120550,,,
Telangana,Secunderabad,MACHCHERLA VENKATA REDDY,MALE,69,GENERAL,IND,Apple,1048604,1042493,672,1,673,0.03,0.06,0.06,2120550,,,
Telangana,Secunderabad,MOHAMMED AKRAM ALI KHAN,MALE,37,GENERAL,IND,Petrol pump,1048604,1042493,596,1,597,0.03,0.06,0.06,2120550,,,
Telangana,Secunderabad,MOHAMMED RAFIUDDIN KALEEM,MALE,49,GENERAL,AIMEIEM,Ship,1048604,1042493,478,6,484,0.02,0.05,0.05,2120550,,,
Telangana,Secunderabad,LUNAVATH HARI RAM,MALE,43,ST,IND,Camera,1048604,1042493,474,0,474,0.02,0.05,0.05,2120550,,,
Telangana,Secunderabad,BOGGULA SUNIITHHA,FEMALE,50,GENERAL,IND,T.V. Remote,1048604,1042493,417,1,418,0.02,0.04,0.04,2120550,,,
Telangana,Secunderabad,MOHAMMED AYUB ALI,MALE,57,GENERAL,AYSRCP,Carrom board,1048604,1042493,406,4,410,0.02,0.04,0.04,2120550,,,
Telangana,Secunderabad,MOHAMMED FASI UDDIN,MALE,33,GENERAL,IND,Mike,1048604,1042493,341,1,342,0.02,0.03,0.03,2120550,,,
Telangana,Secunderabad,PULIMAMIDI VENKATESH GUPTA,MALE,53,GENERAL,IND,Diamond,1048604,1042493,340,0,340,0.02,0.03,0.03,2120550,,,
Telangana,Secunderabad,IBRAHIM KHAN,MALE,32,GENERAL,IND,Batsman,1048604,1042493,315,5,320,0.02,0.03,0.03,2120550,,,
Telangana,Secunderabad,ANDRAPU SUDARSHAN,MALE,51,GENERAL,IND,Helmet,1048604,1042493,312,3,315,0.01,0.03,0.03,2120550,,,
Telangana,Secunderabad,JUNAID ANAM SIDDIQUI,MALE,40,GENERAL,IND,CCTV Camera,1048604,1042493,294,1,295,0.01,0.03,0.03,2120550,,,
Telangana,Secunderabad,KRANTHI KUMAR BANDELA,MALE,32,GENERAL,INYJP,Matchbox,1048604,1042493,283,2,285,0.01,0.03,0.03,2120550,,,
Telangana,Secunderabad,DR. R. GANGADHAR,MALE,39,GENERAL,SUCI,Bat,1048604,1042493,280,1,281,0.01,0.03,0.03,2120550,,,
Telangana,Secunderabad,UTTAM PRAVEEN KUMAR,MALE,55,SC,IND,School bag,1048604,1042493,273,1,274,0.01,0.03,0.03,2120550,,,
Telangana,Secunderabad,GOWLIKAR SONY,FEMALE,37,GENERAL,SJPI,Nagrik,1048604,1042493,269,3,272,0.01,0.03,0.03,2120550,,,
Telangana,Secunderabad,BATHULA RAVI,MALE,54,SC,IND,Almirah,1048604,1042493,252,0,252,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,P C LINGANNA,MALE,55,SC,IND,Telephone,1048604,1042493,243,0,243,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,MOHAMMED IBRAHIM AHMED,MALE,45,GENERAL,IND,Whistle,1048604,1042493,240,2,242,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,GANESH BHARGAVI GUNDE,FEMALE,42,SC,JBNP,Battery Torch,1048604,1042493,220,3,223,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,SANGALA FLORY,FEMALE,44,SC,IND,Baby walker,1048604,1042493,223,0,223,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,MOHAMMED ABDUL AZEEM,MALE,53,GENERAL,IND,Television,1048604,1042493,220,1,221,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,V. K. VIJAYA LAKSHMI,FEMALE,60,GENERAL,IND,Ganna kisan,1048604,1042493,213,3,216,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,CHEEKATI BHUPAL GOUD,MALE,75,GENERAL,AIBPSP,Ring,1048604,1042493,209,1,210,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,BOMMAKANTI SOWMYA,FEMALE,33,GENERAL,PPOI,Flute,1048604,1042493,201,4,205,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,KRUPAVARAM GANDU,MALE,48,GENERAL,IND,Cot,1048604,1042493,159,2,161,0.01,0.02,0.02,2120550,,,
Telangana,Secunderabad,PAMPARI NARENDER,MALE,45,GENERAL,IND,Boat with man and sail,1048604,1042493,143,0,143,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,B . SUNITHA RANI,FEMALE,53,GENERAL,SP(I),Gas cylinder,1048604,1042493,130,3,133,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,SYED KHADER,MALE,54,GENERAL,IND,Dish antenna,1048604,1042493,132,1,133,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,PAGIDIPALLI SHYAMSON,MALE,31,SC,VCK,Pot,1048604,1042493,126,4,130,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,CHALIKA CHANDRA SEKHAR,MALE,44,GENERAL,IND,Computer,1048604,1042493,129,0,129,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,REDDYMALLA PARVATHI,FEMALE,44,SC,IND,Slate,1048604,1042493,126,1,127,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,VELAMARTHI. RAVI KIRAN,MALE,46,GENERAL,IND,Bucket,1048604,1042493,123,1,124,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,K. MURALI KRISHNA,MALE,46,SC,IND,Dumbbells,1048604,1042493,120,0,120,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,DEVENDAR KONNE,MALE,42,GENERAL,IND,Jackfruit,1048604,1042493,117,0,117,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,KONDOJU MOHAN,MALE,65,GENERAL,IND,Belt,1048604,1042493,113,1,114,0.01,0.01,0.01,2120550,,,
Telangana,Secunderabad,MD KHALEEL UZ ZAMA,MALE,37,GENERAL,IND,Air conditioner,1048604,1042493,110,1,111,0.01,0.01,0.01,2120550,,,
Telangana,Hyderabad,ASADUDDIN OWAISI,MALE,54,GENERAL,AIMIM,Kite,1081878,1077418,659278,2703,661981,29.86,61.19,61.44,2217305,,,
